board,company,title,location,url,source,ats,id,pay,benchmark
web3career,Africhange Technologies Ltd.,Web3 Back-End Engineer (.Net) $49k - $70k Remote at Africhange Technologies Ltd.,remote,https://web3.career/back-end-engineer-net-afteam/28312,web3career,sqlite,28312,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
web3career,Binance,Binance Accelerator Program - APP iOS/Android Engineer (Fresh Grad),Taipei,https://web3.career/binance-accelerator-program-app-ios-android-engineer-fresh-grad-binance/150333,web3career,sqlite,150333,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
web3career,Binance,Binance Accelerator Program - Quantitative Trading Strategy Algorithm,Taipei,https://web3.career/binance-accelerator-program-quantitative-trading-strategy-algorithm-binance/154244,web3career,sqlite,154244,not stated,"market: ~NT$110,000/month entry (NT$1.33M/yr), higher with bonus"
web3career,Binance,Binance Accelerator Programm - Software Engineer (Convert),Taipei,https://web3.career/binance-accelerator-programm-software-engineer-convert-binance/153909,web3career,sqlite,153909,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
web3career,Binance,"Financial Data Engineer, AI/LLM",Taipei,https://web3.career/financial-data-engineer-ai-llm-binance/154243,web3career,sqlite,154243,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
web3career,Binance,Quantitative Trading Strategy Algorithm Engineer,Taipei,https://web3.career/quantitative-trading-strategy-algorithm-engineer-binance/154192,web3career,sqlite,154192,not stated,"market: ~NT$110,000/month entry (NT$1.33M/yr), higher with bonus"
web3career,Binance,Senior Evaluation Algorithm Engineer,Taipei,https://web3.career/senior-evaluation-algorithm-engineer-binance/154193,web3career,sqlite,154193,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
web3career,Binance,Senior Financial Data Engineer,Taipei,https://web3.career/senior-financial-data-engineer-binance/154194,web3career,sqlite,154194,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
web3career,Crypto.com,"Senior Analyst, Digital Trust and Resilience (Infosec)",Taipei,https://web3.career/senior-analyst-digital-trust-and-resilience-infosec-crypto-com/154067,web3career,sqlite,154067,not stated,"market: ~NT$60,000-90,000/month for analyst roles in Taipei"
web3career,Dapper,Web3 Senior / Staff Software Engineer – Dapper Wallet (Ethereum) Remote at Dapper,Remote,https://web3.career/senior-staff-software-engineer-dapper-wallet-ethereum-dapper/14332,web3career,sqlite,14332,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
web3career,Ethereum,Web3 Networking Engineer Remote at Ethereum,remote,https://web3.career/networking-engineer-ethereum/22476,web3career,sqlite,22476,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
web3career,Exodus,Web3 React Native/React Front-End Engineer Remote at Exodus,remote,https://web3.career/react-native-react-front-end-engineer-exodus/16705,web3career,sqlite,16705,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
web3career,Pundi X,Social Media Data Analyst,Taipei,https://web3.career/social-media-data-analyst-pundix/19885,web3career,sqlite,19885,not stated,"market: ~NT$60,000-90,000/month for analyst roles in Taipei"
web3career,Verra,Web3 Software Engineer or Senior Software Engineer (Remote - Worldwide) $72k - $100k at Verra,Remote,https://web3.career/software-engineer-or-senior-software-engineer-remote-worldwide-verra/22478,web3career,sqlite,22478,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
web3career,WOO Network,DeFi Blockchain Engineer,Taipei,https://web3.career/defi-blockchain-engineer-woo-network/15960,web3career,sqlite,15960,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
web3career,etika,Web3 Software Engineer $54k - $85k in Manchester at etika,Remote,https://web3.career/software-engineer-etika/22493,web3career,sqlite,22493,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
